TimeElapsed,time,territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,FinalMandates
75,2019-10-06 21:25:02,Território Nacional,36,190,3092,2568,59406,2.77,42440,1.98,52.65,4079553,2147881,49630,2.15,40011,1.74,54.69,4215780,2305639,MAS,0,0.04,0.04,865,0,0
160,2019-10-06 22:50:01,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,PCTP/MRPP,0,0.58,0.61,579,0,0
220,2019-10-06 23:50:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,L,0,0.42,0.44,270,0,0
240,2019-10-07 00:10:02,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,A,0,0.88,0.94,732,0,0
225,2019-10-06 23:55:01,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,L,0,0.99,1.03,1704,0,0
40,2019-10-06 20:50:01,Madeira,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,PPM,0,0.16,0.16,11,0,0
215,2019-10-06 23:45:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,PAN,0,2.87,3.05,6415,0,0
110,2019-10-06 22:00:02,Madeira,2,4,54,53,625,0.54,2064,1.77,50.28,231627,116469,902,0.8,3255,2.89,48.78,230528,112456,PPD/PSD,1,37.26,38.14,43397,3,3
110,2019-10-06 22:00:02,Viana do Castelo,6,0,208,208,3617,2.97,2184,1.79,50.6,240917,121898,3228,2.51,2141,1.67,50.74,253219,128488,PURP,0,0.17,0.18,212,0,0
110,2019-10-06 22:00:02,Território Nacional,82,144,3092,2907,89944,2.7,62742,1.88,53.42,6236911,3331663,75966,2.14,59548,1.68,55.71,6366306,3546649,PNR,0,0.27,0.28,8947,0,0
175,2019-10-06 23:05:01,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,A,0,0.88,0.94,732,0,0
215,2019-10-06 23:45:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PTP,0,0.21,0.22,356,0,0
30,2019-10-06 20:40:02,Aveiro,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,PDR,0,0.06,0.07,4,0,0
215,2019-10-06 23:45:02,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,PDR,0,0.26,0.27,457,0,0
60,2019-10-06 21:10:01,Guarda,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,PS,0,38.31,40.52,23855,2,2
185,2019-10-06 23:15:01,Território Nacional,185,41,3092,3072,123388,2.59,84222,1.77,54.28,8764028,4756823,106456,2.12,81634,1.62,56.72,8858886,5025034,PCTP/MRPP,0,0.68,0.71,32242,1,0
235,2019-10-07 00:05:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,A,0,0.47,0.49,2182,0,0
125,2019-10-06 22:15:01,Lisboa,7,41,134,86,8997,2.38,5960,1.58,57.49,656467,377417,7971,2.01,6063,1.53,60.6,654169,396408,MPT,0,0.26,0.27,989,0,0
20,2019-10-06 20:30:02,Santarém,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,PPM,0,0.25,0.27,58,0,0
140,2019-10-06 22:30:01,Porto,20,20,243,228,15904,2.31,11848,1.72,58.21,1181384,687690,13669,1.94,10475,1.48,59.93,1177141,705451,MAS,0,0.06,0.06,390,0,0
75,2019-10-06 21:25:02,Faro,1,8,67,57,3228,2.99,2030,1.88,45.97,235033,108041,2840,2.37,2034,1.7,51.44,233261,119995,PPM,0,0.26,0.27,278,0,0
210,2019-10-06 23:40:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,NC,0,0.22,0.23,441,0,0
40,2019-10-06 20:50:01,Território Nacional,12,214,3092,2131,36878,2.73,27702,2.05,52.51,2574993,1352159,30828,2.1,25793,1.76,54.39,2697514,1467094,PNR,0,0.25,0.27,3415,0,0
65,2019-10-06 21:15:02,Évora,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,IL,0,0.51,0.53,233,0,0
20,2019-10-06 20:30:02,Porto,0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,168,1.36,213,1.73,55.08,22356,12314,L,0,0.64,0.67,74,0,0
65,2019-10-06 21:15:02,Guarda,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,B.E.,0,6.9,7.3,4298,0,0
245,2019-10-07 00:15:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,NC,0,0.18,0.19,118,0,0
265,2019-10-07 00:35:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PPM,0,0.09,0.1,428,0,0
55,2019-10-06 21:05:01,Território Nacional,22,204,3092,2386,47816,2.75,34911,2.01,52.58,3303821,1737277,39803,2.12,32884,1.75,54.53,3440402,1875998,PS,14,37.91,39.81,658606,94,106
25,2019-10-06 20:35:02,Coimbra,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,PAN,0,1.61,1.72,173,0,0
55,2019-10-06 21:05:01,Viana do Castelo,2,4,208,183,2636,2.97,1601,1.8,49.6,178856,88710,2364,2.52,1603,1.71,49.48,189761,93897,MPT,0,0.17,0.18,152,0,0
255,2019-10-07 00:25:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,L,0,0.68,0.72,3179,0,0
190,2019-10-06 23:20:01,Faro,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,PPD/PSD,3,22.3,23.37,38504,3,3
105,2019-10-06 21:55:01,Braga,10,9,347,327,11859,3.1,6791,1.77,59.79,640737,383094,8700,2.22,5000,1.28,60.01,653441,392146,PDR,0,0.14,0.14,524,0,0
10,2019-10-06 20:20:02,Porto,0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,168,1.36,213,1.73,55.08,22356,12314,PCP-PEV,0,2.27,2.36,262,1,2
40,2019-10-06 20:50:01,Coimbra,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,PNR,0,0.28,0.3,30,0,0
175,2019-10-06 23:05:01,Porto,30,10,243,240,19726,2.28,14297,1.65,58.55,1477483,865138,17383,1.96,13069,1.47,60.26,1473014,887586,PTP,0,0.15,0.16,1327,0,0
255,2019-10-07 00:25:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,CDS-PP,1,5.69,5.98,20045,1,1
45,2019-10-06 20:55:01,Braga,4,15,347,239,6737,3.11,4090,1.89,59.42,364865,216795,4883,2.2,2879,1.3,59.09,376176,222268,PPM,0,0.08,0.09,183,0,0
80,2019-10-06 21:30:01,Porto,6,34,243,175,7819,2.33,6206,1.85,56.93,589543,335645,6292,1.82,5164,1.49,58.49,592280,346431,MPT,0,0.18,0.19,608,0,0
255,2019-10-07 00:25:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,IL,0,0.6,0.64,461,0,0
165,2019-10-06 22:55:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,CDS-PP,0,3.48,3.68,7103,0,0
85,2019-10-06 21:35:01,Aveiro,4,12,147,102,5886,3.09,3531,1.86,54.0,352297,190251,5095,2.54,3431,1.71,55.95,358515,200579,B.E.,0,9.53,10.03,18130,1,2
125,2019-10-06 22:15:01,Território Nacional,110,116,3092,2954,97430,2.67,67817,1.86,53.51,6814489,3646509,82699,2.13,64700,1.67,55.86,6937004,3874991,JPP,0,0.26,0.27,9482,0,0
180,2019-10-06 23:10:02,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,L,0,0.56,0.59,688,0,0
170,2019-10-06 23:00:01,Lisboa,26,22,134,120,19257,2.23,13106,1.52,56.77,1521938,863960,17686,1.96,13712,1.52,60.17,1502795,904228,PURP,0,0.19,0.2,1639,0,0
95,2019-10-06 21:45:02,Açores,2,3,156,141,3402,4.87,1145,1.64,36.09,193624,69876,2618,3.32,1357,1.72,41.04,192317,78921,PCTP/MRPP,0,0.63,0.67,437,0,0
10,2019-10-06 20:20:02,Leiria,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,B.E.,0,5.89,6.28,443,0,1
235,2019-10-07 00:05:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,MPT,0,0.17,0.18,209,0,0
260,2019-10-07 00:30:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.88,415065,223632,6902,2.89,4699,1.97,56.26,423801,238433,PCTP/MRPP,0,0.73,0.78,1631,0,0
120,2019-10-06 22:10:01,Leiria,4,6,110,108,7041,3.61,4602,2.36,53.41,364681,194787,5973,2.85,4194,2.0,55.85,375399,209660,R.I.R.,0,0.77,0.82,1497,0,0
240,2019-10-07 00:10:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,PNR,0,0.21,0.22,1948,0,0
225,2019-10-06 23:55:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,PURP,0,0.2,0.21,701,0,0
160,2019-10-06 22:50:01,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,L,0,0.89,0.93,834,0,0
205,2019-10-06 23:35:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PDR,0,0.16,0.16,101,0,0
95,2019-10-06 21:45:02,Coimbra,3,6,155,144,5421,3.48,3172,2.04,52.85,294388,155576,4662,2.75,2959,1.74,55.6,305189,169683,MAS,0,0.12,0.12,181,0,0
20,2019-10-06 20:30:02,Território Nacional,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,B.E.,0,6.7,7.04,19428,16,19
175,2019-10-06 23:05:01,Porto,30,10,243,240,19726,2.28,14297,1.65,58.55,1477483,865138,17383,1.96,13069,1.47,60.26,1473014,887586,MPT,0,0.18,0.19,1591,0,0
80,2019-10-06 21:30:01,Faro,1,8,67,57,3228,2.99,2030,1.88,45.97,235033,108041,2840,2.37,2034,1.7,51.44,233261,119995,CDS-PP,0,3.79,3.99,4099,0,0
240,2019-10-07 00:10:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,IL,0,0.82,0.87,1676,0,0
45,2019-10-06 20:55:01,Portalegre,0,2,69,53,651,2.11,585,1.9,52.89,58219,30791,630,1.78,508,1.43,57.98,61179,35473,PCTP/MRPP,0,1.23,1.28,378,0,0
205,2019-10-06 23:35:02,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,PPM,0,0.23,0.24,468,0,0
10,2019-10-06 20:20:02,Madeira,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,PPD/PSD,0,41.17,42.1,2915,3,3
135,2019-10-06 22:25:01,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,MPT,0,0.24,0.25,226,0,0
250,2019-10-07 00:20:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,PDR,0,0.15,0.16,1446,0,0
240,2019-10-07 00:10:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,B.E.,0,11.05,11.6,10352,0,0
55,2019-10-06 21:05:01,Viana do Castelo,2,4,208,183,2636,2.97,1601,1.8,49.6,178856,88710,2364,2.52,1603,1.71,49.48,189761,93897,CDS-PP,0,6.24,6.55,5534,0,0
135,2019-10-06 22:25:01,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,NC,0,0.19,0.2,332,0,0
105,2019-10-06 21:55:01,Braga,10,9,347,327,11859,3.1,6791,1.77,59.79,640737,383094,8700,2.22,5000,1.28,60.01,653441,392146,B.E.,1,8.44,8.88,32352,2,2
245,2019-10-07 00:15:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PURP,0,0.17,0.18,212,0,0
250,2019-10-07 00:20:02,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,A,0,0.7,0.73,700,0,0
210,2019-10-06 23:40:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,L,0,0.68,0.71,503,0,0
260,2019-10-07 00:30:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,R.I.R.,0,1.13,1.17,10545,0,0
180,2019-10-06 23:10:02,Lisboa,26,22,134,121,19480,2.23,13194,1.51,56.86,1538771,874998,17917,1.96,13830,1.51,60.25,1518987,915190,CDS-PP,1,4.32,4.48,37762,2,2
240,2019-10-07 00:10:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,A,0,0.39,0.41,252,0,0
95,2019-10-06 21:45:02,Évora,0,3,69,67,1385,2.24,882,1.43,54.17,113909,61700,1148,1.62,909,1.28,59.93,118226,70854,A,0,0.55,0.58,342,0,0
195,2019-10-06 23:25:02,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,PTP,0,0.13,0.13,265,0,0
215,2019-10-06 23:45:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,CDS-PP,0,4.46,4.66,2831,0,0
30,2019-10-06 20:40:02,Portalegre,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,L,0,0.51,0.53,37,0,0
235,2019-10-07 00:05:01,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,PAN,1,3.46,3.6,32328,1,1
65,2019-10-06 21:15:02,Évora,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,L,0,0.56,0.58,256,0,0
55,2019-10-06 21:05:01,Évora,0,3,69,59,832,2.08,596,1.49,54.16,73842,39990,678,1.45,582,1.25,60.18,77584,46690,IL,0,0.46,0.47,183,0,0
115,2019-10-06 22:05:02,Porto,15,25,243,222,14046,2.35,10788,1.8,57.58,1039820,598684,11776,1.92,9297,1.51,59.33,1036268,614862,A,0,0.41,0.43,2470,0,0
90,2019-10-06 21:40:02,Viseu,4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,3759,2.19,3266,1.9,50.88,337268,171598,A,0,0.64,0.67,1014,0,0
90,2019-10-06 21:40:02,Leiria,2,8,110,92,5554,3.76,3581,2.43,53.76,274523,147597,4595,2.89,3264,2.05,55.92,284246,158961,CH,0,1.47,1.56,2164,0,0
175,2019-10-06 23:05:01,Aveiro,11,5,147,146,10395,3.02,6270,1.82,54.67,630414,344654,8947,2.48,5990,1.66,56.45,638293,360298,PAN,0,2.94,3.09,10120,0,0
120,2019-10-06 22:10:01,Braga,12,7,347,333,13009,3.08,7335,1.73,59.66,709130,423050,9630,2.23,5533,1.28,60.02,720296,432291,CDS-PP,0,4.15,4.36,17545,1,1
90,2019-10-06 21:40:02,Leiria,2,8,110,92,5554,3.76,3581,2.43,53.76,274523,147597,4595,2.89,3264,2.05,55.92,284246,158961,MPT,0,0.29,0.31,434,0,0
245,2019-10-07 00:15:01,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PS,5,36.75,38.53,63469,5,5
100,2019-10-06 21:50:01,Évora,0,3,69,68,1438,2.24,914,1.43,54.24,118211,64113,1202,1.63,934,1.27,59.93,122953,73691,PNR,0,0.25,0.26,161,0,0
5,2019-10-06 20:15:02,Setúbal,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,PCP-PEV,0,20.08,20.66,569,4,3
210,2019-10-06 23:40:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,JPP,0,0.48,0.51,587,0,0
235,2019-10-07 00:05:01,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,MPT,0,0.23,0.24,471,0,0
135,2019-10-06 22:25:01,Coimbra,5,4,155,154,6229,3.44,3577,1.97,52.72,343845,181289,5328,2.7,3294,1.67,55.46,355353,197073,L,0,0.87,0.92,1574,0,0
45,2019-10-06 20:55:01,Faro,0,9,67,45,1672,3.01,1074,1.93,47.06,118152,55602,1461,2.34,1134,1.82,52.53,118663,62338,PPM,0,0.29,0.3,160,0,0
145,2019-10-06 22:35:01,Território Nacional,144,82,3092,3023,110534,2.63,76076,1.81,54.0,7796521,4209972,94860,2.13,73247,1.64,56.37,7903049,4455240,PNR,0,0.29,0.3,12036,0,0
15,2019-10-06 20:25:02,Viseu,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,A,0,0.51,0.54,292,0,0
60,2019-10-06 21:10:01,Açores,0,5,156,81,1444,5.42,389,1.46,38.09,69974,26654,1086,3.52,515,1.67,44.09,69996,30859,PPM,0,0.61,0.65,162,0,0
150,2019-10-06 22:40:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PNR,0,0.31,0.32,200,0,0
215,2019-10-06 23:45:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PS,2,40.71,42.33,26161,2,2
210,2019-10-06 23:40:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,CDS-PP,0,3.48,3.68,7103,0,0
125,2019-10-06 22:15:01,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,B.E.,1,10.22,10.74,21141,1,1
90,2019-10-06 21:40:02,Setúbal,1,17,55,28,2239,2.34,1527,1.6,53.56,178498,95605,1801,1.77,1587,1.56,58.21,174789,101741,IL,0,0.93,0.96,885,0,0
170,2019-10-06 23:00:01,Lisboa,26,22,134,120,19257,2.23,13106,1.52,56.77,1521938,863960,17686,1.96,13712,1.52,60.17,1502795,904228,CDS-PP,1,4.31,4.48,37221,2,2
75,2019-10-06 21:25:02,Porto,5,35,243,169,6881,2.31,5604,1.88,57.25,520788,298151,5511,1.79,4565,1.48,58.7,524190,307688,B.E.,0,8.18,8.54,24390,3,4
225,2019-10-06 23:55:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PCP-PEV,0,2.08,2.13,2702,0,0
155,2019-10-06 22:45:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PCP-PEV,0,3.96,4.16,18443,0,0
140,2019-10-06 22:30:01,Porto,20,20,243,228,15904,2.31,11848,1.72,58.21,1181384,687690,13669,1.94,10475,1.48,59.93,1177141,705451,PS,9,37.55,39.13,258223,17,17
0,2019-10-06 20:10:02,Leiria,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,JPP,0,0.12,0.13,9,0,0
130,2019-10-06 22:20:02,Aveiro,6,10,147,125,7786,3.01,4692,1.81,54.23,477045,258722,6853,2.52,4579,1.69,56.06,484419,271568,PCP-PEV,0,2.96,3.11,7665,0,0
120,2019-10-06 22:10:01,Viana do Castelo,6,0,208,208,3617,2.97,2184,1.79,50.6,240917,121898,3228,2.51,2141,1.67,50.74,253219,128488,PTP,0,0.17,0.18,208,0,0
140,2019-10-06 22:30:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,CH,0,2.04,2.12,1313,0,0
205,2019-10-06 23:35:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,L,0,0.89,0.93,834,0,0
180,2019-10-06 23:10:02,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PCP-PEV,0,3.96,4.16,18443,0,0
40,2019-10-06 20:50:01,Bragança,0,3,226,195,806,2.07,881,2.27,44.39,87609,38886,718,1.64,858,1.96,46.74,93459,43680,PDR,0,0.18,0.19,71,0,0
250,2019-10-07 00:20:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,A,0,1.03,1.09,2106,0,0
125,2019-10-06 22:15:01,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,PCTP/MRPP,0,0.51,0.53,900,0,0
225,2019-10-06 23:55:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PCP-PEV,0,3.97,4.17,4839,0,0
105,2019-10-06 21:55:01,Leiria,4,6,110,102,6478,3.65,4234,2.39,54.08,328103,177428,5520,2.9,3843,2.02,56.41,337961,190648,PTP,0,0.17,0.18,308,0,0
95,2019-10-06 21:45:02,Território Nacional,64,162,3092,2836,82039,2.75,56955,1.91,53.14,5611377,2981877,68798,2.16,53887,1.7,55.36,5741235,3178415,PPD/PSD,25,29.87,31.33,890811,74,77
100,2019-10-06 21:50:01,Bragança,0,3,226,220,945,1.99,1106,2.33,44.62,106353,47460,877,1.66,1060,2.0,46.89,112976,52975,PPD/PSD,0,41.77,43.66,19824,2,2
260,2019-10-07 00:30:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,CH,0,0.61,0.64,5708,0,0
180,2019-10-06 23:10:02,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,JPP,0,0.07,0.07,118,0,0
135,2019-10-06 22:25:01,Bragança,3,0,226,225,1284,2.05,1401,2.24,44.83,139606,62579,1170,1.71,1385,2.02,47.12,145491,68558,L,0,0.43,0.45,268,0,0
115,2019-10-06 22:05:02,Coimbra,3,6,155,152,5896,3.45,3432,2.01,52.73,324469,171077,5064,2.72,3171,1.7,55.43,335983,186241,L,0,0.85,0.9,1460,0,0
95,2019-10-06 21:45:02,Castelo Branco,1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,1957,2.01,2044,2.1,57.4,169613,97365,PCTP/MRPP,0,0.75,0.78,652,0,0
55,2019-10-06 21:05:01,Território Nacional,22,204,3092,2386,47816,2.75,34911,2.01,52.58,3303821,1737277,39803,2.12,32884,1.75,54.53,3440402,1875998,B.E.,0,8.18,8.59,142136,20,19
205,2019-10-06 23:35:02,Lisboa,35,13,134,129,22113,2.17,15139,1.49,56.98,1784826,1016952,20534,1.93,16000,1.5,60.37,1765391,1065786,MPT,0,0.26,0.27,2607,0,0
60,2019-10-06 21:10:01,Leiria,1,9,110,64,3493,3.87,2175,2.41,53.07,170133,90298,2872,2.94,1983,2.03,54.82,178169,97665,A,0,0.9,0.96,813,0,0
65,2019-10-06 21:15:02,Portalegre,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,CH,0,2.65,2.76,914,0,0
110,2019-10-06 22:00:02,Território Nacional,82,144,3092,2907,89944,2.7,62742,1.88,53.42,6236911,3331663,75966,2.14,59548,1.68,55.71,6366306,3546649,CH,0,1.2,1.26,40097,2,1
40,2019-10-06 20:50:01,Lisboa,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,PCTP/MRPP,0,1.05,1.11,48,0,0
130,2019-10-06 22:20:02,Faro,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,PPM,0,0.24,0.25,407,0,0
260,2019-10-07 00:30:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PPD/PSD,2,40.78,42.61,25909,2,2
145,2019-10-06 22:35:01,Porto,20,20,243,228,15904,2.31,11848,1.72,58.21,1181384,687690,13669,1.94,10475,1.48,59.93,1177141,705451,PDR,0,0.16,0.17,1130,0,0
260,2019-10-07 00:30:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,PAN,1,3.46,3.6,32328,1,1
235,2019-10-07 00:05:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,B.E.,0,8.95,9.29,6624,0,0
235,2019-10-07 00:05:01,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,PAN,0,1.65,1.73,1651,0,0
220,2019-10-06 23:50:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,B.E.,4,10.12,10.53,94553,4,4
5,2019-10-06 20:15:02,Viseu,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,A,0,0.51,0.54,292,0,0
240,2019-10-07 00:10:02,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,R.I.R.,0,0.41,0.43,209,0,0
